full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,company,company_enc,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual
Hyundai Elantra SX AT,6.75,2013,34800,14.5,1797.0,147.5,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Maruti Swift Dzire VDi,3.25,2010,87000,19.3,1248.0,73.9,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Mercedes-Benz M-Class ML 250 CDI,26.75,2014,69000,15.26,2143.0,203.2,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Skoda Superb Elegance 1.8 TSI AT,3.75,2010,64430,13.7,1798.0,157.75,5,Skoda,7.535387654134465,False,False,False,False,False,True,False
Jaguar XF 2.2 Litre Luxury,25.5,2014,26000,16.36,2179.0,187.7,5,Jaguar,31.74093911324486,False,False,True,False,False,False,False
Honda Amaze VX i-DTEC,3.75,2014,110000,25.8,1498.0,98.6,5,Honda,6.041270410937343,True,False,True,False,False,False,True
Maruti Eeco 5 Seater AC,4.65,2019,7647,16.11,1196.0,72.42,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Alto STD,1.2,2006,15000,19.7,796.0,46.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mercedes-Benz E-Class 280 CDI Elegance,6.6,2009,78000,14.21,2143.0,203.0,5,Mercedes-Benz,24.96154654611922,True,False,True,False,False,False,False
Tata Nano Lx,0.99,2011,60000,26.0,624.0,35.0,4,Tata,4.421740718651131,False,False,False,False,False,True,True
BMW X3 xDrive20d,13.9,2013,110000,16.09,1995.0,184.0,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Tata Indigo eLX BS IV,2.0,2011,120000,23.03,1396.0,69.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Hyundai Verna 1.6 SX VTVT,8.5,2017,70000,17.01,1591.0,121.3,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Ford Figo Petrol Titanium,2.25,2011,18800,15.6,1196.0,70.0,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Volkswagen Vento 1.5 TDI Highline AT,5.9,2015,102000,22.15,1498.0,108.6,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,False
Volkswagen Vento 1.5 TDI Highline AT,7.5,2016,110000,22.15,1498.0,108.6,5,Volkswagen,5.650061220319048,True,False,True,False,False,False,False
Toyota Innova Crysta 2016-2020 2.4 GX AT 8 STR,18.9,2018,27000,13.68,2393.0,147.51,8,Toyota,11.265205016960472,False,False,True,False,False,False,False
Maruti Eeco 5 Seater AC BSIV,3.85,2016,16000,15.37,1196.0,73.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Volkswagen Vento 1.5 TDI Highline,4.9,2015,48000,20.34,1498.0,103.2,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Volkswagen Polo Petrol Trendline 1.2L,3.25,2012,58200,16.47,1198.0,73.9,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Tata Indica GLS BS IV,1.5,2006,40000,15.3,1193.0,65.3,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,8.5,2017,70000,25.1,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Mercedes-Benz C-Class 200 Kompressor,4.25,2008,57000,11.7,1796.0,178.0,5,Mercedes-Benz,24.96154654611922,False,False,False,False,False,True,True
Hyundai Verna 1.6 SX CRDi (O),5.11,2012,88221,22.32,1582.0,126.32,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Hyundai i10 Era,1.99,2010,70000,19.81,1086.0,68.05,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Tata Indigo CR4,1.75,2010,100000,23.57,1396.0,70.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Volkswagen Polo 2015-2019 GT TSI,6.21,2015,49000,17.21,1197.0,103.5,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Honda City V MT,4.25,2012,37000,17.4,1497.0,117.6,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Maruti Celerio X VXI Option BSIV,5.21,2018,30700,21.63,998.0,67.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Tata Indigo CR4,2.0,2011,120000,23.57,1396.0,70.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Mercedes-Benz CLA 200 D Sport Edition,21.5,2015,12000,17.9,2143.0,136.0,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Skoda Octavia Ambition 2.0 TDI AT,9.5,2016,68387,19.3,1968.0,141.0,5,Skoda,7.535387654134465,False,False,True,False,False,False,False
Honda Jazz 1.5 V i DTEC,5.75,2016,60000,27.3,1498.0,98.6,5,Honda,6.041270410937343,True,False,True,False,False,False,True
Mercedes-Benz S-Class S 350 L,18.5,2011,57000,10.13,3498.0,364.9,5,Mercedes-Benz,24.96154654611922,False,False,False,False,False,True,False
Toyota Fortuner 2016-2021 2.8 2WD MT,25.5,2017,70000,14.24,2755.0,174.5,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Hyundai i20 1.4 Asta Option,7.8,2017,60000,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Toyota Fortuner 4x2 AT,14.35,2013,170000,12.55,2982.0,168.5,7,Toyota,11.265205016960472,False,False,True,False,False,False,False
Maruti Ciaz VXi Option,6.0,2016,31000,20.73,1373.0,91.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Volkswagen Polo GT TSI,5.4,2013,92000,17.2,1197.0,103.6,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Volkswagen Polo Petrol Highline 1.2L,3.95,2013,33000,16.47,1198.0,73.9,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Fiat Punto 1.3 Emotion,2.99,2013,69000,20.3,1476.3274007038713,5.0,5,Fiat,3.2989729988697767,False,False,True,False,False,False,True
Maruti Swift Dzire VDi,3.65,2011,88000,19.3,1248.0,73.9,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Ford Figo Diesel EXI,2.25,2012,69000,20.0,1399.0,68.05,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Maruti Swift AMT ZDI Plus,7.5,2018,24000,28.4,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,False
Volkswagen Vento 1.2 TSI Highline AT,6.45,2015,26000,16.93,1197.0,103.2,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Maruti Swift Dzire VDI,7.5,2017,35000,28.4,1248.0,74.02,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Maruti Alto 800 STD,0.6,1992,22612,22.05,796.0,47.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Renault KWID 1.0 RXT Optional,3.5,2018,10000,23.01,999.0,67.0,5,Renault,4.6202908684705735,True,False,False,False,False,True,True
Maruti Alto 800 LXI,1.66,2014,40000,22.74,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mahindra Bolero 2011-2019 SLE BSIII,5.5,2015,150000,15.96,2523.0,62.1,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Hyundai Verna CRDi,1.25,2006,70000,16.8,1493.0,110.0,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Tata Nexon 1.2 Revotron XZA Plus DualTone,9.31,2019,5000,17.0,1198.0,108.5,5,Tata,4.421740718651131,False,False,False,False,False,True,False
Volkswagen Polo Petrol Highline 1.2L,3.75,2011,65894,16.47,1198.0,73.9,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Volkswagen Polo GT TSI,6.1,2014,42000,17.21,1197.0,103.6,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Mercedes-Benz CLA 200 CDI Sport,25.5,2018,31000,17.9,2143.0,136.0,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Maruti SX4 S Cross DDiS 200 Zeta,8.0,2016,70000,23.65,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
BMW 3 Series 320d,9.74,2010,96000,22.69,1995.0,190.0,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Renault KWID RXL,2.69,2015,45006,25.17,799.0,53.3,5,Renault,4.6202908684705735,False,False,False,False,False,True,True
Maruti Swift Dzire 1.2 Vxi BSIV,3.4,2011,51000,17.5,1197.0,85.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Omni E MPI STD BS IV,2.5,2016,40000,16.8,796.0,34.2,8,Maruti,4.699671932366252,True,False,False,False,False,True,True
Tata Hexa XMA,14.5,2017,30000,17.6,2179.0,153.86,7,Tata,4.421740718651131,True,False,True,False,False,False,False
Hyundai Grand i10 Sportz,4.85,2017,22000,18.9,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Vitara Brezza VDi,9.2,2018,32000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Toyota Corolla Altis 1.8 G CVT,14.0,2018,26867,14.28,1798.0,138.03,5,Toyota,11.265205016960472,False,False,False,False,False,True,False
Hyundai i20 1.2 Asta Dual Tone,6.53,2018,39000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Ford Ecosport 2015-2021 1.5 Ti VCT MT Ambiente BSIV,6.5,2017,14000,15.85,1499.0,110.4,5,Ford,6.252057132401498,False,False,False,False,False,True,True
Fiat Linea 1.3 Emotion,3.25,2012,75000,20.4,1248.0,92.0,5,Fiat,3.2989729988697767,False,False,True,False,False,False,True
Hyundai Grand i10 AT Sportz,5.81,2017,15000,18.9,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Maruti Ertiga VXI,5.85,2014,38000,16.02,1373.0,93.7,7,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai i10 Magna 1.2 iTech SE,1.65,2009,15000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai i10 Sportz,3.11,2012,50000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Volkswagen Polo 2015-2019 ALLSTAR 1.5 TDI,6.55,2017,32000,20.14,1498.0,88.7,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Tata Indica V2 DLX TC,0.4,2001,74000,16.8,1405.0,68.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Maruti Vitara Brezza ZDi AMT,9.75,2018,43000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,False
Hyundai i20 Sportz 1.4 CRDi,3.85,2012,76000,21.9,1396.0,88.76,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Maruti SX4 Vxi BSIII,1.58,2007,78295,15.0,1586.0,104.68,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Nissan Sunny Diesel XL,3.4,2012,82000,21.64,1461.0,84.8,5,Nissan,4.698757187095724,False,False,True,False,False,False,True
Maruti Swift 1.3 VXi,4.5,2015,52550,16.1,1476.3274007038713,5.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti SX4 Vxi BSIII,2.6,2010,60000,15.0,1586.0,104.68,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Mercedes-Benz GL-Class Progressive 220d,45.9,2018,12000,17.9,2143.0,167.6,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BE BSIV,7.45,2016,33000,16.05,1499.0,110.4,5,Ford,6.252057132401498,False,False,False,False,False,True,False
Skoda Yeti Ambition 4WD,6.9,2011,29000,17.67,1968.0,138.08,5,Skoda,7.535387654134465,False,False,True,False,False,False,True
Hyundai i20 Petrol CVT Asta,7.95,2018,20000,17.4,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Maruti Baleno Zeta,6.75,2018,4700,21.01,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai i20 Active 1.2 SX with AVN,6.5,2016,35000,17.19,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Mahindra XUV500 W8 AWD,6.0,2012,120000,15.1,2179.0,140.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Honda New Accord 2011-2014 2.4 A/T,6.75,2012,48000,11.7,2354.0,177.6,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Maruti Alto K10 LXI,3.15,2016,20000,23.95,998.0,67.05,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Nissan Micra XV,2.41,2010,57856,18.06,1198.0,75.0,5,Nissan,4.698757187095724,False,False,False,False,False,True,True
Chevrolet Tavera Neo 3 10 Seats BSIII,5.25,2015,60000,13.58,2499.0,72.4,10,Chevrolet,2.7381398767127534,True,False,True,False,False,False,True
Hyundai Verna Transform CRDi VGT SX ABS,4.1,2010,72000,16.2,1493.0,110.0,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Volkswagen Ameo 1.2 MPI Comfortline,5.5,2017,30000,17.0,1198.0,73.75,5,Volkswagen,5.650061220319048,True,False,False,False,False,True,True
Mini Cooper Countryman D,17.5,2014,29000,23.8,1998.0,112.0,5,Mini,23.046835590933377,False,False,True,False,False,False,False
Maruti Ciaz ZXi Plus,6.5,2015,67927,20.73,1373.0,91.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai i20 Sportz 1.2,7.1,2019,34900,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai Xcent 1.2 Kappa SX,4.2,2016,8041,19.1,1197.0,82.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Ford Ecosport 2015-2021 1.5 TDCi Trend BSIV,6.51,2016,125000,22.77,1498.0,98.59,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Ford Endeavour 3.2 Titanium AT 4X4,27.5,2017,79000,10.91,3198.0,197.0,7,Ford,6.252057132401498,False,False,True,False,False,False,False
Maruti Baleno Zeta 1.2,6.0,2017,15000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Jeep Compass 1.4 Limited,17.0,2018,25000,16.0,1368.0,160.0,5,Jeep,18.127700340824052,False,False,False,False,False,True,False
Maruti Ciaz ZXi,5.4,2014,65000,20.73,1373.0,91.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Swift Dzire Tour S,3.25,2016,120000,19.0,1197.0,85.8,5,Maruti,4.699671932366252,True,False,False,False,False,False,True
Hyundai i20 Sportz AT 1.4,5.1,2014,47900,15.0,1396.0,98.6,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
BMW X1 sDrive20d,12.8,2013,56000,17.05,1995.0,184.0,5,BMW,26.3869723270535,True,False,True,False,False,False,False
Toyota Innova 2.5 GX 7 STR BSIV,8.0,2012,120000,12.8,2494.0,102.0,7,Toyota,11.265205016960472,True,False,True,False,False,False,True
Maruti Wagon R LXI,3.5,2014,61000,20.51,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Toyota Fortuner 3.0 Diesel,10.75,2011,175000,11.5,2982.0,171.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Maruti Alto 800 LXI,2.4,2015,70000,22.74,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai i20 1.4 Asta AT (O) with Sunroof,8.75,2019,4000,15.0,1396.0,100.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Mahindra Bolero Power Plus ZLX,8.0,2017,60000,16.5,1493.0,70.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Alto K10 VXI,3.71,2018,5917,23.95,998.0,67.05,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Mahindra Logan Petrol 1.4 GLX,1.8,2011,36000,15.7,1390.0,75.0,5,Mahindra,7.210647709297036,True,False,False,False,False,True,True
Skoda Superb 1.8 TFSI MT,4.79,2011,56468,13.14,1798.0,157.8,5,Skoda,7.535387654134465,False,False,False,False,False,True,True
Maruti Swift 1.3 ZXI,3.25,2011,64000,16.1,1476.3274007038713,5.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai EON Magna,2.75,2013,50575,22.0,814.0,55.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai i20 1.2 Sportz,5.85,2017,41280,17.0,1197.0,80.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai Grand i10 Asta Option,4.59,2014,49000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Mahindra Ingenio CRDe,1.9,2017,81000,0.0,2489.0,5.0,2,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Honda WR-V i-DTEC VX,8.85,2017,58000,25.5,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Mercedes-Benz GLC 220d 4MATIC,48.0,2019,21400,0.0,1950.0,194.0,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Hyundai Elantra CRDi SX AT,7.85,2014,57000,19.5,1582.0,126.24,5,Hyundai,5.348761685250852,False,False,True,False,False,False,False
Tata Nano XT,1.84,2015,29000,23.9,624.0,37.48,4,Tata,4.421740718651131,False,True,False,False,False,True,True
BMW 5 Series 520d,15.0,2013,55000,18.48,1995.0,177.0,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Hyundai i20 2015-2017 Sportz 1.4 CRDi,7.5,2017,24000,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Mercedes-Benz CLA 200 CDI Sport,27.5,2019,27000,17.9,2143.0,136.0,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Maruti Ertiga VDI,7.07,2015,50000,20.77,1248.0,88.76,7,Maruti,4.699671932366252,True,False,True,False,False,False,True
Mahindra TUV 300 T8,5.6,2016,80000,18.49,1493.0,100.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Tata Indica DLE,0.4,2005,40000,13.5,1405.0,5.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Maruti Ertiga VXI CNG,5.95,2014,51890,17.5,1373.0,80.46,7,Maruti,4.699671932366252,False,False,False,False,False,False,True
Honda City 2017-2020 GXi,1.95,2007,58641,17.7,1497.0,78.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Tata Zest Quadrajet 1.3 75PS XMS,5.0,2017,70000,22.95,1248.0,74.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Toyota Innova 2.5 VX (Diesel) 7 Seater,9.5,2013,117000,12.99,2494.0,100.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Maruti Ciaz AT ZXi Plus,7.95,2017,25000,19.12,1373.0,91.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Toyota Etios Liva G,2.5,2011,70000,18.3,1197.0,5.0,5,Toyota,11.265205016960472,True,False,False,False,False,True,True
Hyundai Grand i10 Asta Option,6.15,2017,20000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Mercedes-Benz C-Class C 220 CDI BE Avantgarde,33.75,2017,24323,14.84,2143.0,167.62,5,Mercedes-Benz,24.96154654611922,False,False,True,False,False,False,False
Maruti Baleno Alpha,7.31,2018,21000,21.01,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Honda City V AT,4.75,2013,67000,15.6,1497.0,116.3,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Renault KWID RXT,3.25,2016,7000,22.3,799.0,53.26,5,Renault,4.6202908684705735,False,False,False,False,False,True,True
Renault KWID 1.0 RXT Optional,4.0,2018,42000,23.01,999.0,67.0,5,Renault,4.6202908684705735,False,False,False,False,False,True,True
Hyundai Verna 1.6 SX VTVT (O),3.99,2011,58000,17.1,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Nissan Sunny Diesel XL,5.75,2016,71000,21.64,1461.0,84.8,5,Nissan,4.698757187095724,False,False,True,False,False,False,True
Maruti Ciaz ZDi Plus SHVS,7.85,2017,31400,28.09,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai Creta 1.6 CRDi SX,11.25,2017,35000,19.67,1582.0,126.2,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Toyota Fortuner 4X2 Diesel AT,32.5,2018,48000,0.0,2755.0,201.15,7,Toyota,11.265205016960472,False,False,True,False,False,False,False
Ford Ecosport 1.0 Ecoboost Titanium,4.99,2013,56260,18.88,999.0,123.37,5,Ford,6.252057132401498,False,False,False,False,False,True,True
Maruti Wagon R LXI,1.1,2007,115000,21.79,998.0,67.05,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai i10 Magna,2.95,2013,34579,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Fiat Punto 1.2 Emotion,1.85,2010,49000,15.7,1172.0,67.0,5,Fiat,3.2989729988697767,False,False,False,False,False,True,True
Volkswagen Vento 1.2 TSI Highline AT,6.65,2015,27000,16.93,1197.0,103.2,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Toyota Corolla Altis 1.8 VL CVT,14.45,2018,7000,14.28,1798.0,138.03,5,Toyota,11.265205016960472,False,False,False,False,False,True,False
Mercedes-Benz E-Class E 250 Elegance,10.0,2010,70000,10.93,2497.0,204.0,5,Mercedes-Benz,24.96154654611922,True,False,False,False,False,True,False
Hyundai i20 1.2 Asta Option,6.9,2017,20000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Alto LXi,1.45,2008,50000,19.7,796.0,46.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
